name,article_quality,country,Population (millions),region,revision_id
Tadeusz Szelachowski,Stub,Poland,38.0,EASTERN EUROPE,1101737760
Wilhelm Szewczyk,Start,Poland,38.0,EASTERN EUROPE,1112482979
Adam Szłapka,Start,Poland,38.0,EASTERN EUROPE,1086257841
Józef Szujski,Start,Poland,38.0,EASTERN EUROPE,1110480883
Teodor Szybiłło,Stub,Poland,38.0,EASTERN EUROPE,1080870167
Jakub Szydłowiecki,Start,Poland,38.0,EASTERN EUROPE,949815321
Stanisław Tarnowski,Start,Poland,38.0,EASTERN EUROPE,1088183540
Bolesław Tejkowski,Stub,Poland,38.0,EASTERN EUROPE,1097416238
Ozjasz Thon,Start,Poland,38.0,EASTERN EUROPE,1010576489
Andrzej Tomaszewicz,Stub,Poland,38.0,EASTERN EUROPE,1104395396
Andrzej Towpik,Stub,Poland,38.0,EASTERN EUROPE,1106042651
Małgorzata Tracz,Stub,Poland,38.0,EASTERN EUROPE,1063369516
Tadeusz Trzmiel,Stub,Poland,38.0,EASTERN EUROPE,867840089
Kazimierz Tyszka,Stub,Poland,38.0,EASTERN EUROPE,1061436529
Piotr Uszok,Stub,Poland,38.0,EASTERN EUROPE,1005815463
Mieczysław Wachowski,Stub,Poland,38.0,EASTERN EUROPE,1063990109
Tadeusz Wróblewski,C,Poland,38.0,EASTERN EUROPE,1113508546
Henryk Wujec,Stub,Poland,38.0,EASTERN EUROPE,1101978637
Jan Wyrowiński,Stub,Poland,38.0,EASTERN EUROPE,1101987267
Andrzej Artur Zamoyski,Stub,Poland,38.0,EASTERN EUROPE,1063911699
Ferdynand Zarzycki,Stub,Poland,38.0,EASTERN EUROPE,1105020137
Alfons Zgrzebniok,C,Poland,38.0,EASTERN EUROPE,1112949960
Józef Żmij,Stub,Poland,38.0,EASTERN EUROPE,1068868539
Marceli Żółtowski,Stub,Poland,38.0,EASTERN EUROPE,1085362058
Armand-Pierre Angrand,Stub,Senegal,17.9,WESTERN AFRICA,1061043624
Léopold Angrand,Stub,Senegal,17.9,WESTERN AFRICA,1093234974
Alioune Badara Cissé,Start,Senegal,17.9,WESTERN AFRICA,1101066687
Landing Badji,Stub,Senegal,17.9,WESTERN AFRICA,1093235128
Cheikh Abdoul Khadre Cissokho,Stub,Senegal,17.9,WESTERN AFRICA,1075216122
Modou Dia,Stub,Senegal,17.9,WESTERN AFRICA,1093235453
Youssou Diagne,Stub,Senegal,17.9,WESTERN AFRICA,1045109573
Ibrahima Diallo (politician),Stub,Senegal,17.9,WESTERN AFRICA,1093235494
Alioune Diop,Start,Senegal,17.9,WESTERN AFRICA,1083577446
Cheikh Anta Diop,GA,Senegal,17.9,WESTERN AFRICA,1114340224
Makhtar Diop,C,Senegal,17.9,WESTERN AFRICA,1105658956
Ngalandou Diouf,Start,Senegal,17.9,WESTERN AFRICA,1073073938
Cheikh Sadibou Fall,Start,Senegal,17.9,WESTERN AFRICA,1104101465
Amadou Karim Gaye,Stub,Senegal,17.9,WESTERN AFRICA,1070369172
Abbas Gueye,Stub,Senegal,17.9,WESTERN AFRICA,1055499648
Aissa Mama Kane,Stub,Senegal,17.9,WESTERN AFRICA,1093235109
Maïmouna Kane,Stub,Senegal,17.9,WESTERN AFRICA,1112938840
Louis Le Gros,Stub,Senegal,17.9,WESTERN AFRICA,1103951329
Amadou-Mahtar M'Bow,Start,Senegal,17.9,WESTERN AFRICA,1110395778
Abdoul Aziz Mbaye,Start,Senegal,17.9,WESTERN AFRICA,1104228582
Alioune Badara M'Bengue,Stub,Senegal,17.9,WESTERN AFRICA,1060926452
Abdou Mbow,Stub,Senegal,17.9,WESTERN AFRICA,1043059347
Penda Mbow,Start,Senegal,17.9,WESTERN AFRICA,1088149192
Mamadou Bamba Ndiaye,Stub,Senegal,17.9,WESTERN AFRICA,1107438035
Ndioro Ndiaye,Start,Senegal,17.9,WESTERN AFRICA,1079855467
Khalilou Sall,Stub,Senegal,17.9,WESTERN AFRICA,1109928120
Alioune Sarr,C,Senegal,17.9,WESTERN AFRICA,1106335288
Assane Seck,Stub,Senegal,17.9,WESTERN AFRICA,1093235225
Léopold Sédar Senghor,GA,Senegal,17.9,WESTERN AFRICA,1110131122
Louis Jacques Senghor,Stub,Senegal,17.9,WESTERN AFRICA,1093235015
Fatimata Seye Sylla,Start,Senegal,17.9,WESTERN AFRICA,1012863505
Ousmane Sonko,C,Senegal,17.9,WESTERN AFRICA,1107427601
Moustapha Sourang,Start,Senegal,17.9,WESTERN AFRICA,1104101474
Yaw Owusu Addo,Stub,Ghana,33.5,WESTERN AFRICA,1065923425
Joseph Adjei Buadi,Start,Ghana,33.5,WESTERN AFRICA,1061628478
Daniel Alolga Akata Pore,Stub,Ghana,33.5,WESTERN AFRICA,1073036835
Chris Bukari Atim,Stub,Ghana,33.5,WESTERN AFRICA,959224438
Ato Austin,Start,Ghana,33.5,WESTERN AFRICA,1093114915
Kofi Batsa,Start,Ghana,33.5,WESTERN AFRICA,1087765660
Larry Bimi,Stub,Ghana,33.5,WESTERN AFRICA,1098579767
George Boakye,Start,Ghana,33.5,WESTERN AFRICA,1073797199
Nana Agyenim Boateng,Stub,Ghana,33.5,WESTERN AFRICA,1093130645
Alhaji Umar B. Bodinga,Stub,Ghana,33.5,WESTERN AFRICA,1093130635
Cornelius Dartey Tay,Stub,Ghana,33.5,WESTERN AFRICA,1114123502
Vincent Kwabena Damuah,C,Ghana,33.5,WESTERN AFRICA,1028775193
Daniel Buadi,Start,Ghana,33.5,WESTERN AFRICA,1109993134
Dickson Adomako Kissi,Start,Ghana,33.5,WESTERN AFRICA,1105487488
G. A. K. Dzansi,Start,Ghana,33.5,WESTERN AFRICA,1070814156
Ekow Daniels,Stub,Ghana,33.5,WESTERN AFRICA,1113264331
Emmanuel Kwamina Crentsil,Stub,Ghana,33.5,WESTERN AFRICA,1109989757
Samuel Gyabaah,Stub,Ghana,33.5,WESTERN AFRICA,1107578600
J. E. Casely Hayford,C,Ghana,33.5,WESTERN AFRICA,1105203777
Hopeson Adorye,Stub,Ghana,33.5,WESTERN AFRICA,1108880279
Mariam Iddrisu,Start,Ghana,33.5,WESTERN AFRICA,1106941716
John Kofi Barku Tettegah,C,Ghana,33.5,WESTERN AFRICA,1073037069
Agyen Kokobo,Start,Ghana,33.5,WESTERN AFRICA,1103370225
Kofi Koranteng,C,Ghana,33.5,WESTERN AFRICA,1105318021
Ofusu Kwabi,Stub,Ghana,33.5,WESTERN AFRICA,1103370473
Dan Lartey,Start,Ghana,33.5,WESTERN AFRICA,1073037101
Joshua Makubu,Start,Ghana,33.5,WESTERN AFRICA,1077828963
Margaret Ocran,Stub,Ghana,33.5,WESTERN AFRICA,1114123721
John Mensah Sarbah,C,Ghana,33.5,WESTERN AFRICA,1105403308
Frederick Nanka-Bruce,Start,Ghana,33.5,WESTERN AFRICA,1101467306
Nelson Kwami Maglo,Start,Ghana,33.5,WESTERN AFRICA,1115083610
Matthew Opoku Prempeh,C,Ghana,33.5,WESTERN AFRICA,1107283015
Benjamin Quartey-Papafio,B,Ghana,33.5,WESTERN AFRICA,1107694631
Shani Alhassan Saibu,Stub,Ghana,33.5,WESTERN AFRICA,1093131797
John Hope Smith,Start,Ghana,33.5,WESTERN AFRICA,1041213534
Sulemanu Kwame Tandoh,Start,Ghana,33.5,WESTERN AFRICA,1113923144
John van der Puije,C,Ghana,33.5,WESTERN AFRICA,1075906576
Victoria Tagoe,Stub,Ghana,33.5,WESTERN AFRICA,1106274564
Nana Oye Mansa Yeboaa,Start,Ghana,33.5,WESTERN AFRICA,1073037291
Sefis Anastasakos,Stub,Greece,10.6,SOUTHERN EUROPE,1114739706
Avraam Vaporidis,Stub,Greece,10.6,SOUTHERN EUROPE,1114426656
Christos Daralexis,Stub,Greece,10.6,SOUTHERN EUROPE,1083450519
Alcibiades Diamandi,C,Greece,10.6,SOUTHERN EUROPE,1114419735
Ali Dino,Stub,Greece,10.6,SOUTHERN EUROPE,1100574549
Georgios Drys,Stub,Greece,10.6,SOUTHERN EUROPE,1100415739
Asimakis Fotilas,Start,Greece,10.6,SOUTHERN EUROPE,1006771435
Spyridon Galinos,Stub,Greece,10.6,SOUTHERN EUROPE,1089668131
Nasos Iliopoulos,Start,Greece,10.6,SOUTHERN EUROPE,1106592503
Ioannis Malachias,Stub,Greece,10.6,SOUTHERN EUROPE,1114420316
Theophilos Kamberidis,C,Greece,10.6,SOUTHERN EUROPE,1110970525
Stavros Karampelas,Stub,Greece,10.6,SOUTHERN EUROPE,1104181536
Ioanna Karyofylli,Start,Greece,10.6,SOUTHERN EUROPE,1056916313
Giorgos Katiforis,Stub,Greece,10.6,SOUTHERN EUROPE,1111751689
Yannis Katsafados,Stub,Greece,10.6,SOUTHERN EUROPE,1104181599
Matthaios Kofidis,B,Greece,10.6,SOUTHERN EUROPE,1102436898
Georgios Kourtoglou,Stub,Greece,10.6,SOUTHERN EUROPE,1114426821
Failos Kranidiotis,Start,Greece,10.6,SOUTHERN EUROPE,1104132636
Nikolaos Makris,Stub,Greece,10.6,SOUTHERN EUROPE,1111030855
Ismail Molla,Stub,Greece,10.6,SOUTHERN EUROPE,1104133505
Yannis Moralis (politician),Start,Greece,10.6,SOUTHERN EUROPE,1100915111
Traianos Nallis,Start,Greece,10.6,SOUTHERN EUROPE,1114425452
Theodoros Negris,Start,Greece,10.6,SOUTHERN EUROPE,1102675411
Nicholas Yatromanolakis,Start,Greece,10.6,SOUTHERN EUROPE,1100089189
Alketas Panagoulias,C,Greece,10.6,SOUTHERN EUROPE,1104856286
Yiannis Papadimitriou,Stub,Greece,10.6,SOUTHERN EUROPE,1108494320
Alekos Papadopoulos,Start,Greece,10.6,SOUTHERN EUROPE,1107126511
Takis Papageorgopoulos,Stub,Greece,10.6,SOUTHERN EUROPE,1105944213
Fotis Perlikos,Start,Greece,10.6,SOUTHERN EUROPE,1104133452
Avraham Rakanti,Stub,Greece,10.6,SOUTHERN EUROPE,1072684407
Vassilis Rotas,Start,Greece,10.6,SOUTHERN EUROPE,1102118708
Neoklis Sarris,Start,Greece,10.6,SOUTHERN EUROPE,1104130544
Simos Simopoulos,Stub,Greece,10.6,SOUTHERN EUROPE,1105193105
Sofoklis Avraam Choudaverdoglou-Theodotos,Start,Greece,10.6,SOUTHERN EUROPE,1114427010
Christos Stefanopoulos,Stub,Greece,10.6,SOUTHERN EUROPE,1012908864
Fotini Dekazou Stefanopoulou,Stub,Greece,10.6,SOUTHERN EUROPE,1098836353
Georgios Tertsetis,Start,Greece,10.6,SOUTHERN EUROPE,1104880784
Giannis Theonas,Stub,Greece,10.6,SOUTHERN EUROPE,1098690964
Theofanis Tombras,C,Greece,10.6,SOUTHERN EUROPE,1114952556
Eugenia Tsoumani-Spentza,Stub,Greece,10.6,SOUTHERN EUROPE,1104132955
Nikolaos Tsourouktsoglou,Start,Greece,10.6,SOUTHERN EUROPE,1114427025
Spyridon Valettas,Start,Greece,10.6,SOUTHERN EUROPE,1110410508
Leonidas Varouxis,Stub,Greece,10.6,SOUTHERN EUROPE,980510556
Nikitas Venizelos,Stub,Greece,10.6,SOUTHERN EUROPE,1102875015
Lysandros Vilaetis,Stub,Greece,10.6,SOUTHERN EUROPE,1109867368
Nikolaos Vilaetis,Stub,Greece,10.6,SOUTHERN EUROPE,996226732
Anestis Vlahos,Stub,Greece,10.6,SOUTHERN EUROPE,1111524798
Christos Zachopoulos,Stub,Greece,10.6,SOUTHERN EUROPE,1104181728
Konstantinos Zervas,Start,Greece,10.6,SOUTHERN EUROPE,1115503449
Spiros Zournatzis,Stub,Greece,10.6,SOUTHERN EUROPE,1110992544
Francis Alexis,Start,Grenada,0.1,CARIBBEAN,1106131084
Gloria Banfield,Stub,Grenada,0.1,CARIBBEAN,1110309816
Michael Church,Stub,Grenada,0.1,CARIBBEAN,1081369594
George E. D. Clyne,Stub,Grenada,0.1,CARIBBEAN,1108379059
John Watts (Grenadian politician),C,Grenada,0.1,CARIBBEAN,1108378504
Yolani Batres,Stub,Honduras,9.6,CENTRAL AMERICA,1071334890
Aníbal Delgado Fiallos,Start,Honduras,9.6,CENTRAL AMERICA,1068651655
Carlos Escaleras,Start,Honduras,9.6,CENTRAL AMERICA,1093553159
Miguel Andonie Fernández,Stub,Honduras,9.6,CENTRAL AMERICA,1012110039
Carlos Zúñiga Figueroa,Start,Honduras,9.6,CENTRAL AMERICA,1103135544
Renato Florentino,Stub,Honduras,9.6,CENTRAL AMERICA,1071709398
Justo Herrera,Stub,Honduras,9.6,CENTRAL AMERICA,1104275912
Jorge Calix,Start,Honduras,9.6,CENTRAL AMERICA,1113134662
José Jeronimo Zelaya,Stub,Honduras,9.6,CENTRAL AMERICA,1104227049
José María Martinez Salinas,Stub,Honduras,9.6,CENTRAL AMERICA,1104275868
Salvador Nasralla,C,Honduras,9.6,CENTRAL AMERICA,1079640409
Joaquín Rivera,Stub,Honduras,9.6,CENTRAL AMERICA,1104815150
Agapito Robleda Castro,Start,Honduras,9.6,CENTRAL AMERICA,1093553141
Marlon Tábora Muñoz,C,Honduras,9.6,CENTRAL AMERICA,1107416029
Carlos Urbizo,Start,Honduras,9.6,CENTRAL AMERICA,1093553119
José Cecilio del Valle,C,Honduras,9.6,CENTRAL AMERICA,1107214451
Najib Roger Accar,Stub,Guinea,13.9,WESTERN AFRICA,1112725055
Thierno Aliou,Start,Guinea,13.9,WESTERN AFRICA,1025501033
Mahmoud Bah,Start,Guinea,13.9,WESTERN AFRICA,1049369237
Mamadou Boye Bah,Start,Guinea,13.9,WESTERN AFRICA,1008440784
Fodé Bangoura,Stub,Guinea,13.9,WESTERN AFRICA,1009816783
Karim Bangoura,Stub,Guinea,13.9,WESTERN AFRICA,1073546958
Mafory Bangoura,GA,Guinea,13.9,WESTERN AFRICA,1113979706
Barry III,C,Guinea,13.9,WESTERN AFRICA,1037294196
Alpha Oumar Barry,Start,Guinea,13.9,WESTERN AFRICA,1100306971
Diawadou Barry,Start,Guinea,13.9,WESTERN AFRICA,1112725061
Ibrahima Sory Barry,Stub,Guinea,13.9,WESTERN AFRICA,1112725057
Édouard Benjamin,Stub,Guinea,13.9,WESTERN AFRICA,1098226724
Balla Camara,Stub,Guinea,13.9,WESTERN AFRICA,1112725063
Bengaly Camara,Stub,Guinea,13.9,WESTERN AFRICA,1112725056
Damantang Camara,Stub,Guinea,13.9,WESTERN AFRICA,1112724242
Faraban Camara,Stub,Guinea,13.9,WESTERN AFRICA,1112725059
Sekou Benna Camara,Start,Guinea,13.9,WESTERN AFRICA,1009820042
Zeinab Camara,Start,Guinea,13.9,WESTERN AFRICA,1112724247
Fode Cisse,Stub,Guinea,13.9,WESTERN AFRICA,1112725062
Saliou Coumbassa,Start,Guinea,13.9,WESTERN AFRICA,1112725065
Moussa Diakité,Start,Guinea,13.9,WESTERN AFRICA,1073455560
Abdourahamane Diallo,Stub,Guinea,13.9,WESTERN AFRICA,1112725058
Boubacar Yacine Diallo,Stub,Guinea,13.9,WESTERN AFRICA,935484538
Mamadou Pathé Diallo,Start,Guinea,13.9,WESTERN AFRICA,1073454394
Siradiou Diallo,C,Guinea,13.9,WESTERN AFRICA,1112724249
Yacine Diallo,Stub,Guinea,13.9,WESTERN AFRICA,1092557835
Lansana Diané,C,Guinea,13.9,WESTERN AFRICA,1063277893
Alioune Dramé,Start,Guinea,13.9,WESTERN AFRICA,1112725064
K. Guilavogui,Stub,Guinea,13.9,WESTERN AFRICA,1112725060
Mory Sinkoun Kaba,Start,Guinea,13.9,WESTERN AFRICA,1060639872
Tibou Kamara,Stub,Guinea,13.9,WESTERN AFRICA,1112725372
Fodéba Keïta,C,Guinea,13.9,WESTERN AFRICA,1067563243
N'Famara Keïta,Start,Guinea,13.9,WESTERN AFRICA,1112725068
Dansa Kourouma,Stub,Guinea,13.9,WESTERN AFRICA,1101142891
Mohamed Mancona Kouyaté,Stub,Guinea,13.9,WESTERN AFRICA,1112725066
Édouard Niankoye Lamah,Stub,Guinea,13.9,WESTERN AFRICA,1112725069
Albert Liurette,Stub,Guinea,13.9,WESTERN AFRICA,1085978167
Achkar Marof,Start,Guinea,13.9,WESTERN AFRICA,1101766150
Claude Pivi,Stub,Guinea,13.9,WESTERN AFRICA,1112725067
Dinah Salifou,C,Guinea,13.9,WESTERN AFRICA,1037922695
Koutoub Moustapha Sano,Start,Guinea,13.9,WESTERN AFRICA,1093887825
Mamba Sano,Stub,Guinea,13.9,WESTERN AFRICA,1009816569
Aissata Mariama Soumah,Stub,Guinea,13.9,WESTERN AFRICA,1097485606
Ibrahima Abé Sylla,Start,Guinea,13.9,WESTERN AFRICA,1107767553
Diallo Telli,C,Guinea,13.9,WESTERN AFRICA,1102824817
Abdoulaye Touré,Start,Guinea,13.9,WESTERN AFRICA,1112724313
Ahmed Sékou Touré,C,Guinea,13.9,WESTERN AFRICA,1112724316
Facinet Touré,Stub,Guinea,13.9,WESTERN AFRICA,1098811499
Fode Mamadou Touré,Stub,Guinea,13.9,WESTERN AFRICA,1106179969
Ismaël Touré,GA,Guinea,13.9,WESTERN AFRICA,1073451932
Elhadj Oumar Traoré,Stub,Guinea,13.9,WESTERN AFRICA,1096054747
Fatumata Djau Baldé,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,1107191100
Botche Candé,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,992221311
Juliano Fernandes,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,1015285975
Teodora Inácia Gomes,C,Guinea-Bissau,2.1,WESTERN AFRICA,1060153270
Desejado Lima da Costa,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,1032053724
Aristide Menezes,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,962416187
Florentino Mendes Pereira,Stub,Guinea-Bissau,2.1,WESTERN AFRICA,1050514853
Carmelita Pires,Start,Guinea-Bissau,2.1,WESTERN AFRICA,1106560808
Antony Beaujon,C,Guyana,0.8,SOUTH AMERICA,1106439867
Stephen Campbell,Start,Guyana,0.8,SOUTH AMERICA,1013071843
John Carter (ambassador),Start,Guyana,0.8,SOUTH AMERICA,1096498796
Peter D'Aguiar,C,Guyana,0.8,SOUTH AMERICA,1100463683
Roy Fredericks,Start,Guyana,0.8,SOUTH AMERICA,1104523261
Rahman Baccus Gajraj,Stub,Guyana,0.8,SOUTH AMERICA,1096500129
Winifred Gaskin,C,Guyana,0.8,SOUTH AMERICA,1016837135
Joseph Harmon,Stub,Guyana,0.8,SOUTH AMERICA,1106715889
Rashleigh Jackson,Stub,Guyana,0.8,SOUTH AMERICA,1108864086
Manzoor Nadir,Start,Guyana,0.8,SOUTH AMERICA,1114156655
Ubraj Narine,Stub,Guyana,0.8,SOUTH AMERICA,1087702811
Robert Persaud,Stub,Guyana,0.8,SOUTH AMERICA,1088025837
Jane Phillips-Gay,C,Guyana,0.8,SOUTH AMERICA,1073902299
Barton Scotland,Stub,Guyana,0.8,SOUTH AMERICA,1106310966
C. N. Sharma,Start,Guyana,0.8,SOUTH AMERICA,1072664390
Alfred A. Thorne,B,Guyana,0.8,SOUTH AMERICA,1100603457
A. R. F. Webber,Start,Guyana,0.8,SOUTH AMERICA,1083499032
Robert Victor Evan Wong,C,Guyana,0.8,SOUTH AMERICA,1028313429
President of Haiti,C,Haiti,11.6,CARIBBEAN,1098603555
Georges Anglade,Start,Haiti,11.6,CARIBBEAN,1111159275
Paul Arcelin,Start,Haiti,11.6,CARIBBEAN,1052181280
Rosalvo Bobo,Start,Haiti,11.6,CARIBBEAN,1107825181
Jean-Fernand Brierre,Start,Haiti,11.6,CARIBBEAN,1112520458
Luckner Cambronne,Start,Haiti,11.6,CARIBBEAN,1105781428
Massillon Coicou,C,Haiti,11.6,CARIBBEAN,1101538289
Oswald Durand,C,Haiti,11.6,CARIBBEAN,1067767886
Evans Lescouflair,Stub,Haiti,11.6,CARIBBEAN,1109006283
Gérard Gourgue,Start,Haiti,11.6,CARIBBEAN,1105537507
Ariel Henry,GA,Haiti,11.6,CARIBBEAN,1114435824
Fernand Hibbert,Stub,Haiti,11.6,CARIBBEAN,1031557383
Jean-Chrisostôme Imbert,Stub,Haiti,11.6,CARIBBEAN,1071832914
Joseph Mécène Jean-Louis,Stub,Haiti,11.6,CARIBBEAN,1039764304
Jean Julme,Start,Haiti,11.6,CARIBBEAN,999440341
Joseph Lambert (Haitian politician),Start,Haiti,11.6,CARIBBEAN,1110088327
Lorimer Denis,Start,Haiti,11.6,CARIBBEAN,1055857995
Robert Manuel (politician),Start,Haiti,11.6,CARIBBEAN,1075518483
Frédéric Marcelin,Stub,Haiti,11.6,CARIBBEAN,1089181518
Alix Mathon,Stub,Haiti,11.6,CARIBBEAN,1099843841
Solon Ménos,Stub,Haiti,11.6,CARIBBEAN,1070020572
André Michel (lawyer),Stub,Haiti,11.6,CARIBBEAN,930327874
Jean-Baptiste Mills,Stub,Haiti,11.6,CARIBBEAN,1069328340
Jules Solime Milscent,Stub,Haiti,11.6,CARIBBEAN,983313495
Jovenel Moïse,C,Haiti,11.6,CARIBBEAN,1113925402
Émile Nau,Stub,Haiti,11.6,CARIBBEAN,1087180722
Septimus Rameau,Stub,Haiti,11.6,CARIBBEAN,1070020528
Jacques Roumain,C,Haiti,11.6,CARIBBEAN,1002408885
Philippe Thoby-Marcelin,Start,Haiti,11.6,CARIBBEAN,1060022038
Pompée Valentin Vastey,Start,Haiti,11.6,CARIBBEAN,949968312
Gary Victor,Start,Haiti,11.6,CARIBBEAN,990782501
József Ágoston,Stub,Hungary,9.7,EASTERN EUROPE,1096164722
Aladár Andrássy,Stub,Hungary,9.7,EASTERN EUROPE,1029640359
György Andrássy,Stub,Hungary,9.7,EASTERN EUROPE,1106173467
Károly Andrássy,Stub,Hungary,9.7,EASTERN EUROPE,1005483630
Manó Andrássy,Stub,Hungary,9.7,EASTERN EUROPE,1039437742
Antal Csárdi,Stub,Hungary,9.7,EASTERN EUROPE,1085489651
Tristan Azbej,Start,Hungary,9.7,EASTERN EUROPE,1086787181
Tamás Bakócz,Start,Hungary,9.7,EASTERN EUROPE,1018881597
Franz Anton Basch,Start,Hungary,9.7,EASTERN EUROPE,1101564602
Stephen VII Báthory,Stub,Hungary,9.7,EASTERN EUROPE,1112141867
Stephen III Báthory,Start,Hungary,9.7,EASTERN EUROPE,1018613046
Stephen V Báthory,B,Hungary,9.7,EASTERN EUROPE,1073751572
Balthasar Báthory,Start,Hungary,9.7,EASTERN EUROPE,1030716598
Dávid Bélaváry,Start,Hungary,9.7,EASTERN EUROPE,996927403
Elek Benedek,Start,Hungary,9.7,EASTERN EUROPE,1108174366
Márton Berzeviczy,Stub,Hungary,9.7,EASTERN EUROPE,954524285
Farkas Bethlen,Start,Hungary,9.7,EASTERN EUROPE,1084734713
János Bethlen,Start,Hungary,9.7,EASTERN EUROPE,1089406731
Anett Bősz,Start,Hungary,9.7,EASTERN EUROPE,1088547031
Zoltán Böszörmény,Start,Hungary,9.7,EASTERN EUROPE,1105105606
Konrád Burchard-Bélaváry,Start,Hungary,9.7,EASTERN EUROPE,1111271011
Giovanni de Ciotta,Start,Hungary,9.7,EASTERN EUROPE,1113966081
Csaba Dömötör,Stub,Hungary,9.7,EASTERN EUROPE,1081915051
Csaba Gyüre,Start,Hungary,9.7,EASTERN EUROPE,1099950064
Mihály Csáky,C,Hungary,9.7,EASTERN EUROPE,991458606
Zoltán Cséfalvay,Start,Hungary,9.7,EASTERN EUROPE,1092659478
Bódog Czorda,Stub,Hungary,9.7,EASTERN EUROPE,987007445
Dávid Héjj,Stub,Hungary,9.7,EASTERN EUROPE,1082015552
Dénes Farkas,C,Hungary,9.7,EASTERN EUROPE,1099740366
Emil Dessewffy,Stub,Hungary,9.7,EASTERN EUROPE,1107106919
"Domonkos II, Archbishop of Esztergom",Stub,Hungary,9.7,EASTERN EUROPE,1049733138
John Drágfi,Stub,Hungary,9.7,EASTERN EUROPE,1066861570
Mónika Dunai,Stub,Hungary,9.7,EASTERN EUROPE,1096953638
György Ekrem-Kemál,C,Hungary,9.7,EASTERN EUROPE,934324691
László Endre,C,Hungary,9.7,EASTERN EUROPE,1111996740
Ferenc Esterházy (1715–1785),Stub,Hungary,9.7,EASTERN EUROPE,1057605988
Miksa Falk,Start,Hungary,9.7,EASTERN EUROPE,1113602452
János Nepomuk Farkas,Start,Hungary,9.7,EASTERN EUROPE,1074848253
József Farkas (politician),C,Hungary,9.7,EASTERN EUROPE,1096552572
András Fáy,Start,Hungary,9.7,EASTERN EUROPE,992490805
Ferenc Gelencsér,Start,Hungary,9.7,EASTERN EUROPE,1097675640
Lajos Fodor,Start,Hungary,9.7,EASTERN EUROPE,1064277334
Péter Fülöp (diplomat),Stub,Hungary,9.7,EASTERN EUROPE,1009317517
János Fuzik,Stub,Hungary,9.7,EASTERN EUROPE,1112077989
József Gera,Stub,Hungary,9.7,EASTERN EUROPE,1074393115
János Ghyczy,Start,Hungary,9.7,EASTERN EUROPE,1051406176
István Győrkös,GA,Hungary,9.7,EASTERN EUROPE,1105290217
Miksa Hadik,Stub,Hungary,9.7,EASTERN EUROPE,1017820647
Franz Haller,Stub,Hungary,9.7,EASTERN EUROPE,1094144448
Anita Heringes,Start,Hungary,9.7,EASTERN EUROPE,1095011115
Ottó Herman,C,Hungary,9.7,EASTERN EUROPE,1041794927
Sándor Hollán Jr.,Stub,Hungary,9.7,EASTERN EUROPE,1005483763
Sándor Hollán Sr.,Stub,Hungary,9.7,EASTERN EUROPE,1002589509
István Horthy,Start,Hungary,9.7,EASTERN EUROPE,1110654449
Miklós Horthy Jr.,Start,Hungary,9.7,EASTERN EUROPE,1112338065
Gábor Hraskó,C,Hungary,9.7,EASTERN EUROPE,1096973019
László Hunyady de Kéthely,Stub,Hungary,9.7,EASTERN EUROPE,1111996748
János Imreffy,Start,Hungary,9.7,EASTERN EUROPE,785980963
Győző Istóczy,Start,Hungary,9.7,EASTERN EUROPE,1105102717
István Bajkai,Stub,Hungary,9.7,EASTERN EUROPE,1085761831
Miklós Istvánffy,C,Hungary,9.7,EASTERN EUROPE,1088210316
Oszkár Jászi,C,Hungary,9.7,EASTERN EUROPE,1097299407
János Jeszenák,Start,Hungary,9.7,EASTERN EUROPE,1012213335
Sándor Józan,Stub,Hungary,9.7,EASTERN EUROPE,898985019
Gergely Kálló,Stub,Hungary,9.7,EASTERN EUROPE,1085776518
Mihály Káthay,Start,Hungary,9.7,EASTERN EUROPE,1081132162
Gyula Kautz,Start,Hungary,9.7,EASTERN EUROPE,1074847604
István Kendi,Start,Hungary,9.7,EASTERN EUROPE,942771137
Sándor Kendi,Start,Hungary,9.7,EASTERN EUROPE,1081132167
Ferenc Kölcsey,Start,Hungary,9.7,EASTERN EUROPE,1102334110
Orbán Kolompár,Stub,Hungary,9.7,EASTERN EUROPE,1005421327
Farkas Kovacsóczy,Start,Hungary,9.7,EASTERN EUROPE,1081132142
István Kovacsóczy,Start,Hungary,9.7,EASTERN EUROPE,1089406791
Nicholas Kove,Start,Hungary,9.7,EASTERN EUROPE,1113895771
László Böröcz,Stub,Hungary,9.7,EASTERN EUROPE,1081308504
László Lóránt Keresztes,Start,Hungary,9.7,EASTERN EUROPE,1090165345
George Lichtenstein (musician),Start,Hungary,9.7,EASTERN EUROPE,1096168646
Lőrinc Nacsa,Stub,Hungary,9.7,EASTERN EUROPE,1097719665
Katalin Lukácsi,Stub,Hungary,9.7,EASTERN EUROPE,1074965565
György Magyar,Stub,Hungary,9.7,EASTERN EUROPE,1100075885
Géza Malasits,Stub,Hungary,9.7,EASTERN EUROPE,1005483996
Mária Kállai,Start,Hungary,9.7,EASTERN EUROPE,1088547034
Péter Márki-Zay,GA,Hungary,9.7,EASTERN EUROPE,1104126531
Gaspare Matcovich,Stub,Hungary,9.7,EASTERN EUROPE,1018650453
